Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-16.4Ni-9.5Al-6.2Cr-3.5W-2.7Ti-2.8Ta-3.3Mo-0.5Hf-0.27C-0.14B,5Mo,"Liu, J., Yu, J. J., Yang, Y. H., Zhou, Y. Z. & Sun, X. F. Effects of Mo on the evolution of microstructures and mechanical properties in Co-Al-W base superalloys. Mater. Sci. Eng. A 745, 404–410 (2019).",1085,,1355,,54.75179435,16.35183673,9.485220797,6.152642211,3.480339256,2.669165111,2.828739735,0,0,3.33416138,0.266349833,0,0.14205193,0,0,0,0,0,0.537698668,0,0,0,0,0,0
Co-4.1Ti-2.2Nb-10.1V,CVTN,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",1055,,1254,"reported T_m, assuming that means liquidus",83.6,0,0,0,0,4.1,0,2.2,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.1W-4.1Ti-9.9V,CCTW,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",1035,,1313,"reported T_m, assuming that means liquidus",83.9,0,0,0,2.1,4.1,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Ti-12.1V,CVT-1,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",1023,,1306,"reported T_m, assuming that means liquidus",83.7,0,0,0,0,4.2,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-27.3Ni-4.9Al-14.5Cr-4.9Ti,47Co,"Llewelyn, S. C. H. et al. The effect of Ni:Co ratio on the elemental phase partitioning in ?-?? Ni-Co-Al-Ti-Cr alloys. Acta Mater. 131, 296–304 (2017).",1020,1310,1389,,48.38,27.27,4.91,14.52,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.9Ni-4.3Al-14.7Cr-5.1Ti,56Co,"Llewelyn, S. C. H. et al. The effect of Ni:Co ratio on the elemental phase partitioning in ?-?? Ni-Co-Al-Ti-Cr alloys. Acta Mater. 131, 296–304 (2017).",983,1300,1390,,57.03,18.89,4.31,14.71,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-1.4Si-0.1Hf,ERBOCo-0,"Lopez-Galilea, I. et al. The thermal stability of intermetallic compounds in an as-cast SX co-base superalloy. Adv. Eng. Mater. 17, 741–747 (2015).",1112,1339,1408,,55.5,20,8,6,5,2.5,1.5,0,0,0,0,0,0,0,0,1.4,0,0,0.1,0,0,0,0,0,0
Co-20.Ni-8.Al-6.Cr-5.W-2.5Ti-1.5Ta-1.4Si-0.1Hf,ERBOCo-0,"Lopez-Galilea, I. et al. The thermal stability of intermetallic compounds in an as-cast SX co-base superalloy. Adv. Eng. Mater. 17, 741–747 (2015).",1100,1294,1398,"reported T_m, assuming that means solidus because liquidus is also given",55.5,20,8,6,5,2.5,1.5,0,0,0,0,0,0,0,0,1.4,0,0,0.1,0,0,0,0,0,0
Co-32.Ni-9.9Al-1.4Ti-1.7Ta-4.6Mo,30Ni2Ta2Ti,"Makineni, S. K. et al. A new class of high strength high temperature Cobalt based ?-?? Co-Mo-Al alloys stabilized with Ta addition. Acta Mater. 97, 29–40 (2015).",1066,,,,50.4,32,9.9,0,0,1.4,1.7,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.Ni-10.1Al-2.1Ta-5.1Mo,30Ni2Ta,"Makineni, S. K. et al. A new class of high strength high temperature Cobalt based ?-?? Co-Mo-Al alloys stabilized with Ta addition. Acta Mater. 97, 29–40 (2015).",1014,,,,51.7,31,10.1,0,0,0,2.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-2.1Ta-5.1Mo,2Ta,"Makineni, S. K. et al. A new class of high strength high temperature Cobalt based ?-?? Co-Mo-Al alloys stabilized with Ta addition. Acta Mater. 97, 29–40 (2015).",928,,,,82.9,0,9.9,0,0,0,2.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.1Nb-5.1Mo,5Mo-base,"Makineni, S. K., Nithin, B. & Chattopadhyay, K. A new tungsten-free ?-?’ Co-Al-Mo-Nb-based superalloy. Scr. Mater. 98, 36–39 (2015).",866,,,,83,0,9.8,0,0,0,0,2.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.Ni-9.7Al-2.3Nb-5.2Mo,CoNi30,"Makineni, S. K., Nithin, B. & Chattopadhyay, K. Synthesis of a new tungsten-free ?-?? Cobalt-based superalloy by tuning alloying additions. Acta Mater. 85, 85–94 (2015).",990,,,,50.8,32,9.7,0,0,0,0,2.3,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-22.Ni-9.8Al-2.1Nb-5.1Mo,CoNi20,"Makineni, S. K., Nithin, B. & Chattopadhyay, K. Synthesis of a new tungsten-free ?-?? Cobalt-based superalloy by tuning alloying additions. Acta Mater. 85, 85–94 (2015).",936,,,,61,22,9.8,0,0,0,0,2.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.5Ni-9.9Al-2.1Nb-5.2Mo,CoNi10,"Makineni, S. K., Nithin, B. & Chattopadhyay, K. Synthesis of a new tungsten-free ?-?? Cobalt-based superalloy by tuning alloying additions. Acta Mater. 85, 85–94 (2015).",890,,,,71.3,11.5,9.9,0,0,0,0,2.1,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Ti-2.Nb,CoNi30Ti,"Makineni, S. K., Nithin, B., Palanisamy, D. & Chattopadhyay, K. Phase evolution and crystallography of precipitates during decomposition of new “tungsten-free” Co(Ni)–Mo–Al–Nb ?–?? superalloys at elevated temperatures. J. Mater. Sci. 51, 7843–7860 (2016).",1030,,,,56,30,10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-40.Ni-10.Al-10.Cr-7.5W-3.Ta-0.6C-0.06B,40Ni-3Ta,"Matos, A., Costa, S., Nunes, C. A. & Ramirez, A. J. Development of Co-based superalloys. doi:10.13140/RG.2.2.27969.86883.",1129,1339,1379,,28.84,40,10,10,7.5,0,3,0,0,0,0.6,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.Cr-7.5W-3.Nb-0.6C-0.06B,30Ni-3Nb,"Matos, A., Costa, S., Nunes, C. A. & Ramirez, A. J. Development of Co-based superalloys. doi:10.13140/RG.2.2.27969.86883.",1092,,1376,,38.84,30,10,10,7.5,0,0,3,0,0,0.6,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-4.8W-1.8Ta,Co-9.9Al-4.8w-1.8Ta,"Meher, S., Yan, H. Y., Nag, S., Dye, D. & Banerjee, R. Solute partitioning and site preference in ?/?’ cobalt-base alloys. Scr. Mater. 67, 850–853 (2012).",992,,,,83.5,0,9.9,0,4.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-25.6Ni-8.5Al-8.1W,Co-8.5Al-8.1W-25.6Ni,"Meher, S., Yan, H. Y., Nag, S., Dye, D. & Banerjee, R. Solute partitioning and site preference in ?/?’ cobalt-base alloys. Scr. Mater. 67, 850–853 (2012).",902,,,,57.8,25.6,8.5,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.3Al-6.8W,Co-7.3Al-6.8W,"Meher, S., Yan, H. Y., Nag, S., Dye, D. & Banerjee, R. Solute partitioning and site preference in ?/?’ cobalt-base alloys. Scr. Mater. 67, 850–853 (2012).",854,,,,85.9,0,7.3,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-10.Al-2.Nb-5.Mo,Co–20Ni–10Al–5Mo–2Nb,"Migas, D., Moskal, G. & Maci?g, T. Thermal analysis of W-free Co–(Ni)–Al–Mo–Nb superalloys. J. Therm. Anal. Calorim. (2020) doi:10.1007/s10973-020-09375-7.",950,1338,1411,,63,20,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-2.Nb-5.Mo,Co–10Al–5Mo–2Nb,"Migas, D., Moskal, G. & Maci?g, T. Thermal analysis of W-free Co–(Ni)–Al–Mo–Nb superalloys. J. Therm. Anal. Calorim. (2020) doi:10.1007/s10973-020-09375-7.",861,1318,1421,,83,0,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-8.4W-1.4Ti-1.2Nb,TiNb,"Murray, S. P., Stinville, J. C., Callahan, P. G., Rhein, R. K. & Pollock, T. M. Low Cycle Fatigue of Single Crystal ?? -containing Co-based Superalloys at 750?C. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 200–213 (2020).",1087,1362,,,79,0,10,0,8.4,1.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.3Al-7.9W-1.1Ta-0.9Nb,TaNb,"Murray, S. P., Stinville, J. C., Callahan, P. G., Rhein, R. K. & Pollock, T. M. Low Cycle Fatigue of Single Crystal ?? -containing Co-based Superalloys at 750?C. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 200–213 (2020).",1074,1370,,,79.8,0,10.3,0,7.9,0,1.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.4Ni-9.7Al-11.5Cr-2.1Ti-2.2Ta-5.2Mo,10Cr2Ta2Ti,"Nithin, B. et al. Effect of Cr addition on ?–?? cobalt-based Co–Mo–Al–Ta class of superalloys: a combined experimental and computational study. J. Mater. Sci. 52, 11036–11047 (2017).",1078,,,,38.9,30.4,9.7,11.5,0,2.1,2.2,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.2Ni-10.1Al-10.5Cr-2.1Ta-5.1Mo,10Cr2Ta,"Nithin, B. et al. Effect of Cr addition on ?–?? cobalt-based Co–Mo–Al–Ta class of superalloys: a combined experimental and computational study. J. Mater. Sci. 52, 11036–11047 (2017).",1038,,,,41,31.2,10.1,10.5,0,0,2.1,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,CoAlWTa,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1098,1389,,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ti,CoAlWTi,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1076,1391,,,79.4,0,8.8,0,9.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Nb,CoAlWNb,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1073,1347,,,79.4,0,8.8,0,9.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Hf,CoAlWHf,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1041,1386,,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Co-8.8Al-9.8W-2.V,CoAlWV,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1033,1438,,,79.4,0,8.8,0,9.8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Zr,CoAlWZr,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1020,1382,,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ir,CoAlWIr,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1017,1457,,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W,CoAlW,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1016,1449,,,81,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Mo,CoAlWMo,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1016,1431,,,79.4,0,8.8,0,9.8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Si,CoAlWSi,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1015,1398,,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Co-2.Ni-8.8Al-9.8W,CoAlWNi,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1011,1452,,,79.4,2,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ru,CoAlWRu,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1008,1454,,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Co-2.Fe-8.8Al-9.8W,CoAlWFe,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1003,1447,,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Co-8.8Al-2.Cr-9.8W,CoAlWCr,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",1002,1443,,,79.4,0,8.8,2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Mn,CoAlWMn,"Omori, T. et al. Partition behavior of alloying elements and phase transformation temperatures in Co-Al-W-base quaternary systems. Intermetallics 32, 274–283 (2013).",997,1436,,,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Co-9.Al-7.W-2.Ta,Co-9Al-7W-2Ta,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",1070,,,,82,0,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Nb,Co-9Al-7W-2Nb,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",1030,,,,82,0,9,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Ti,Co-9Al-7W-2Ti,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",1020,,,,82,0,9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Hf,Co-9Al-7W-2Hf,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",1002,,,,82,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Co-9.Al-7.W-2.V,Co-9Al-7W-2V,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",985,,,,82,0,9,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W,Co-9Al-8W,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",985,,,,83,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Zr,Co-9Al-7W-2Zr,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",981,,,,82,0,9,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Mo,Co-9Al-7W-2Mo,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",977,,,,82,0,9,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-2.Cr-7.W,Co-9Al-7W-2Cr,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",971,,,,82,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-9.Al-7.W,Co-9Al-7W-2Ni,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",966,,,,82,2,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W,Co-9Al-7W,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",965,,,,84,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Fe-9.Al-7.W,Co-9Al-7W-2Fe,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",958,,,,82,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Re,Co-9Al-7W-2Re,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",953,,,,82,0,9,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Re,Co-9Al-7W-2Re,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",953,,,,82,0,9,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-9.Al-6.W,Co-9Al-6W,"Ooshima, M., Tanaka, K., Okamoto, N. L., Kishida, K. & Inui, H. Effects of quaternary alloying elements on the ?? solvus temperature of Co-Al-W based alloys with fcc/L12 two-phase microstructures. J. Alloys Compd. 508, 71–78 (2010).",948,,,,85,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.8Ni-11.4Al-4.9Cr-8.2W-1.5Ta,A4,"Osaki, M. et al. Properties of Strengthening Co-W-Al Alloys with Various Amounts of Phase Forming Elements. (2008).",1103,1354,,,54.2,19.8,11.4,4.9,8.2,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.9Ni-9.1Al-5.Cr-6.4W-1.2Ta,A3,"Osaki, M. et al. Properties of Strengthening Co-W-Al Alloys with Various Amounts of Phase Forming Elements. (2008).",1051,1402,,,58.4,19.9,9.1,5,6.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.9Ni-7.Al-5.Cr-4.8W-0.9Ta,A2,"Osaki, M. et al. Properties of Strengthening Co-W-Al Alloys with Various Amounts of Phase Forming Elements. (2008).",946,1430,,,62.4,19.9,7,5,4.8,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.1Ni-9.8Al-4.9Cr-2.Ti-2.Ta-4.9Mo,Cr-5,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",1104,,,,46.3,30.1,9.8,4.9,0,2,2,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.2Ni-9.8Al-2.Cr-2.Ti-1.9Ta-4.6Mo,Cr-2,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",1100,,,,49.5,30.2,9.8,2,0,2,1.9,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.4Al-8.Cr-2.Ti-2.Ta-4.9Mo,Cr-8,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",1094,,,,43.2,29.5,10.4,8,0,2,2,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.7Al-1.9Ti-2.1Ta-4.8Mo,Cr-0,"Pandey, P. et al. Elemental site occupancy in the L12 A3B ordered intermetallic phase in Co-based superalloys and its influence on the microstructure. Acta Mater. 163, 140–153 (2019).",1065,,,,51,30.5,9.7,0,0,1.9,2.1,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.4Ni-9.7Al-6.Cr-3.4Ti-2.8Ta-4.8Mo,HEACoNi,"Pandey, P., Kashyap, S., Palanisamy, D., Sharma, A. & Chattopadhyay, K. On the high temperature coarsening kinetics of ?? precipitates in a high strength Co37.6Ni35.4Al9.9Mo4.9Cr5.9Ta2.8Ti3.5 fcc-based high entropy alloy. Acta Mater. 177, 82–95 (2019).",1156,,,,37.9,35.4,9.7,6,0,3.4,2.8,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.9Ni-13.6Al-1.9W-0.7Ta-0.6Mo-0.3Re,Petrushin alloy 1,"Petrushin, N. et al. A single-crystal co-base superalloy strengthened by ?? precipitates: Structure and mechanical properties. Adv. Eng. Mater. 17, 755–760 (2015).",1005,1389,1439,,67,15.9,13.6,0,1.9,0,0.7,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-10.3W-0.1B,Co-9Al-11W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",974,1449,1479,,80.7,0,8.9,0,10.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-8.7W-0.1B,Co-9Al-9W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",927,1459,1475,,82.7,0,8.5,0,8.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.5Al-7.4W-0.1B,Co-9Al-8W-0.1B,"Pyczak, F. et al. The effect of tungsten content on the properties of L12-hardened Co-Al-W alloys. J. Alloys Compd. 632, 110–115 (2015).",920,1457,1486,,84,0,8.5,0,7.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.8Ni-9.2Al-5.1W-4.1Ti-1.Ta,Co-30Ni,"Qu, S. et al. Microstructural evolution and compression property of a novel ??-strengthened directionally solidified CoNi-base superalloy. Mater. Sci. Eng. A 761, (2019).",1166,1344,1403,,49.82,30.83,9.16,0,5.09,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-4.Cr-6.Ti-3.Nb-3.V-0.04B,Co-10Ni-6Ti-5Al-4Cr-3V-3Nb-0.04B,"Reyes Tirado, F. L. Tungsten-free Cobalt-based Superalloys with Gamma Prime Precipitates. (2019).",1008,,,,68.96,10,5,4,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-6.Ti-3.Nb-3.V-0.04B,Co-10Ni-6Ti-5Al-3V-3Nb-0.04B,"Reyes Tirado, F. L. Tungsten-free Cobalt-based Superalloys with Gamma Prime Precipitates. (2019).",977,,,,72.96,10,5,0,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-8.Cr-2.Ti-3.Nb-3.V-0.04B,Co-10Ni-8Cr-5Al-3Nb-3V-2Ti-0.04B,"Reyes Tirado, F. L. Tungsten-free Cobalt-based Superalloys with Gamma Prime Precipitates. (2019).",953,,,,68.96,10,5,8,0,2,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
