Shortname,Name,Paper,Yield Stress,Temperature C,Strain rate /s,Compression/Tension,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-8.8Al-9.8W-2.Ta,2Ta,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",424,937,0.0001,1,compression,222,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,11W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",421,604,0.0001,1,compression,221,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co–9Al–9W,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",421,650,0.0001,1,compression,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.W,9W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",416,650,0.0001,1,compression,446,81.8,0,9.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.9Ni-8.9Al-12.1Cr-3.1W-1.8Mo,3W2Mo,"Fu, H. et al. Microstructure and Properties Evolution of Co-Al-W-Ni-Cr Superalloys by Molybdenum and Niobium Substitutions for Tungsten. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 299–308 (2020).",415,750,0.0001,1,compression,201,44.22,29.89,8.91,12.1,3.09,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co–9Al–9W,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",415,600,0.0001,1,compression,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",414,-195,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.Ti-15.V,Co-5Ti-15V,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",414,900,0.0001,1,compression,440,80,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. A novel type of Co–Ti–Cr-base ?/?? superalloys with low mass density. Acta Mater. 135, 244–251 (2017).",414,600,0.0001,1,compression,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.W,9W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",413,596,0.0001,1,compression,446,81.8,0,9.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.2W,Co-9Al-8.2W,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",411,650,0.0002,1,compression,484,82.8,0,9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.5Al-4.8Cr-2.1Ti-1.9Ta-5.Mo,nithin alloy 1,"Nithin, B. ., Chattopadhyay, K. & Phanikumar, G. Characterization of the Hot Deformation Behavior and Microstructure Evolution of a New ?-?? Strengthened Cobalt-Based Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4895–4905 (2018).",410,1125,10,1,,340,46.73,29.96,9.54,4.78,0,2.13,1.91,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.2Ni-9.5Al-7.2W-2.8Ti-1.8Ta,CoNi-2,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",409,600,0.0001,1,"compression, [001]",186,47.5,31.2,9.5,0,7.2,2.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-12.W,miura alloy 2,"Miura, S., Ohkubo, K. & Mohri, T. Mechanical properties of co-based L12 intermetallic compound Co3(Al,W). Mater. Trans. 48, 2403–2408 (2007).",407,25,0.0001,1,compression,333,78,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S. et al. Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Mater. Sci. Eng. A 139455 (2020) doi:10.1016/j.msea.2020.139455.",405,900,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.5W,Co-9.2Al-9.5W,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",405,870,0.0002,1,compression,488,81.3,0,9.2,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.1Ni-10.6Al-10.7Cr-1.9Ta-1.Nb-4.Mo-0.31C-0.04Zr-0.19B,2Ta1Nb,"Baler, N., Pandey, P., Palanisamy, D., Makineni, S. K., Phanikumar, G., & Chattopadhyay, K. (2020). On the effect of W addition on microstructural evolution and ?? precipitate coarsening in a Co–30Ni–10Al–5Mo–2Ta–2Ti alloy. Materialia, 10. https://doi.org/10.1016/j.mtla.2020.100638",400,900,0.001,1,"compression, from arc melting",7,40.26,31.07,10.6,10.67,0,0,1.88,0.99,0,3.99,0.31,0.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.6Al-7.1W,CoNi-1,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",400,300,0.0001,1,"compression, [001]",187,52.8,30.5,9.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Nb-5.Mo,2Nb,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",399.03,870,0.001,1,,779,53,30,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-9.6Al-12.7Cr-4.5Ti-1.9Nb,Co10Al2Nb,"Baler, N., Pandey, P., Chattopadhyay, K., & Phanikumar, G. (2020). Influence of Thermomechanical Processing Parameters on Microstructural Evolution of a Gamma-Prime Strengthened Cobalt Based Superalloy During High Temperature Deformation. Materials Science and Engineering: A, 139498. https://doi.org/10.1016/j.msea.2020.139515",390,1075,10,1,"compression, from arc melting",1,41.8,29.5,9.6,12.7,0,4.5,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",389,-195,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.6Al-7.1W,CoNi-1,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",388,600,0.0001,1,"compression, [001]",187,52.8,30.5,9.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-12.W,miura alloy 2,"Miura, S., Ohkubo, K. & Mohri, T. Mechanical properties of co-based L12 intermetallic compound Co3(Al,W). Mater. Trans. 48, 2403–2408 (2007).",387,800,0.0001,1,compression,333,78,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,CrTa,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",384,893,0.0001,1,compression,499,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Ti-12.1V,CVT-1,"Liu, X. et al. Effects of Nb and W additions on the microstructures and mechanical properties of novel ?/?’ Co-V-Ti-based superalloys. Metals (Basel). 8, (2018).",381,900,0.0001,1,compression,291,83.7,0,0,0,0,4.2,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-12.W,miura alloy 2,"Miura, S., Ohkubo, K. & Mohri, T. Mechanical properties of co-based L12 intermetallic compound Co3(Al,W). Mater. Trans. 48, 2403–2408 (2007).",381,900,0.0001,1,compression,333,78,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.6Al-7.1W,CoNi-1,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",380,500,0.0001,1,"compression, [001]",187,52.8,30.5,9.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-6.9W,Co-8.9Al-6.9W,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",376,760,0.0002,1,compression,482,84.2,0,8.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.5W-0.02B,Co-9.2Al-9.5W-0.02,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",376,980,0.0002,1,compression,489,81.28,0,9.2,0,9.5,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-3.Re,Re3,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",373,850,0.0001,1,compression,272,85,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Co-2.Al-2.Ta-12.V,Co-12V-2Ta-2Al,"Ruan, J. et al. Accelerated design of novel W-free high-strength Co-base superalloys with extremely wide ?/?? region by machine learning and CALPHAD methods. Acta Mater. 186, 425–433 (2020).",373,850,0.0001,1,compression,438,84,0,2,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co–9Al–9W,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",370,750,0.0001,1,compression,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ni-5.Ti-15.V,Co-5Ti-15V-2Ni,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",367,906,0.0001,1,compression,442,78,2,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.6Al-7.1W,CoNi-1,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",362,400,0.0001,1,"compression, [001]",187,52.8,30.5,9.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.W,9W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",362,750,0.0001,1,compression,446,81.8,0,9.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-34.2Ni-10.5Al-14.8Cr-3.W-1.Ta-0.15C-0.04Zr-0.2B,V208C,"Knop, M. et al. A New Polycrystalline Co-Ni Superalloy. JOM 66, 2495–2501 (2014)",360,930,0.001,1,,231,36.11,34.2,10.5,14.8,3,0,1,0,0,0,0.15,0.04,0.2,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",355,-111,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W,Co–9Al–9W,"Suzuki, A., DeNolf, G. C. & Pollock, T. M. Flow stress anomalies in ?/?? two-phase Co-Al-W-base alloys. Scr. Mater. 56, 385–388 (2007).",355,800,0.0001,1,compression,82,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-5.Ti-15.V,Co-5Ti-15V-2Al,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",352,750,0.0001,1,compression,441,78,0,2,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-5.Ti-15.V,Co-5Ti-15V-2Al,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",350,700,0.0001,1,compression,441,78,0,2,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.2Al-9.W,9W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",349,790,0.0001,1,compression,446,81.8,0,9.2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",345,851,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-5.Ti-15.V,Co-5Ti-15V-2Al,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",343,800,0.0001,1,compression,441,78,0,2,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-6.9W,Co-8.9Al-6.9W,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",341,650,0.0002,1,compression,482,84.2,0,8.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Re,2Re,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",341,25,0.0001,1,compression,395,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-2.Al-5.Ti-15.V,Co-5Ti-15V-2Al,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",340,850,0.0001,1,compression,441,78,0,2,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.5Al-4.8Cr-2.1Ti-1.9Ta-5.Mo,nithin alloy 1,"Nithin, B. ., Chattopadhyay, K. & Phanikumar, G. Characterization of the Hot Deformation Behavior and Microstructure Evolution of a New ?-?? Strengthened Cobalt-Based Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4895–4905 (2018).",339,1075,1,1,,340,46.73,29.96,9.54,4.78,0,2.13,1.91,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",338,801,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-2.Nb-5.Mo,2Nb,"Baler, N., Pandey, P., Singh, M. P., Makineni, S. K. & Chattopadhyay, K. Effects of Ti and Cr Additions in a Co–Ni–Al–Mo–Nb-Based Superalloy. in 929–936 (2020). doi:10.1007/978-3-030-51834-9_91.",337.86,900,0.001,1,,779,53,30,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-6.9W-0.02B,Co-8.9Al-6.9W-0.02B,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",335,650,0.0002,1,compression,483,84.18,0,8.9,0,6.9,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.2W,Co-9Al-8.2W,"Shinagawa, K., Omori, T., Oikawa, K., Kainuma, R. & Ishida, K. Ductility enhancement by boron addition in Co-Al-W high-temperature alloys. Scr. Mater. 61, 612–615 (2009).",332,870,0.0002,1,compression,484,82.8,0,9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. A novel type of Co–Ti–Cr-base ?/?? superalloys with low mass density. Acta Mater. 135, 244–251 (2017).",331,900,0.0001,1,compression,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",330,25,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.8Ni-9.2Al-5.1W-4.1Ti-1.Ta,Co-30Ni,"Qu, S. et al. Microstructural evolution and compression property of a novel ??-strengthened directionally solidified CoNi-base superalloy. Mater. Sci. Eng. A 761, (2019).",330,1000,0.0001,1,compression,412,49.82,30.83,9.16,0,5.09,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-5.Ti-15.V,Co-5Ti-15V-2Al,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",330,900,0.0001,1,compression,441,78,0,2,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",329,-111,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-5.Re,Re5,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",324,900,0.0001,1,compression,273,83,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",324,801,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Re,2Re,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",323,695,0.0001,1,compression,395,79.4,0,8.8,0,9.8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-9.6Al-12.7Cr-4.5Ti-1.9Nb,Co10Al2Nb,"Baler, N., Pandey, P., Chattopadhyay, K., & Phanikumar, G. (2020). Influence of Thermomechanical Processing Parameters on Microstructural Evolution of a Gamma-Prime Strengthened Cobalt Based Superalloy During High Temperature Deformation. Materials Science and Engineering: A, 139498. https://doi.org/10.1016/j.msea.2020.139511",322,1075,1,1,"compression, from arc melting",1,41.8,29.5,9.6,12.7,0,4.5,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Ti-2.Ta-12.V,Co-V-Ta-Ti alloy,"Qu, S. et al. Coarsening behavior of ?? precipitates and compression deformation mechanism of a novel Co–V–Ta–Ti superalloy. Mater. Sci. Eng. A 139455 (2020) doi:10.1016/j.msea.2020.139455.",319,950,0.0001,1,compression,411,84,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.5Ni-9.6Al-7.1W,CoNi-1,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",317,900,0.0001,1,"compression, [001]",187,52.8,30.5,9.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.Al-5.Ti-15.V,Co-5Ti-15V-2Al,"Ruan, J. J. et al. Novel Co-Ti-V-base superalloys reinforced by L12-ordered ?? phase. Intermetallics 92, 126–132 (2018).",317,500,0.0001,1,compression,441,78,0,2,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",315,-111,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-9.6Al-12.7Cr-4.5Ti-1.9Nb,Co10Al2Nb,"Baler, N., Pandey, P., Chattopadhyay, K., & Phanikumar, G. (2020). Influence of Thermomechanical Processing Parameters on Microstructural Evolution of a Gamma-Prime Strengthened Cobalt Based Superalloy During High Temperature Deformation. Materials Science and Engineering: A, 139498. https://doi.org/10.1016/j.msea.2020.139516",313,1125,10,1,"compression, from arc melting",1,41.8,29.5,9.6,12.7,0,4.5,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-12.W,miura alloy 2,"Miura, S., Ohkubo, K. & Mohri, T. Mechanical properties of co-based L12 intermetallic compound Co3(Al,W). Mater. Trans. 48, 2403–2408 (2007).",311,586,0.0001,1,compression,333,78,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.2Ni-9.5Al-7.2W-2.8Ti-1.8Ta,CoNi-2,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",310,400,0.0001,1,"compression, [001]",186,47.5,31.2,9.5,0,7.2,2.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Ti-1.Re,Re1,"Li, L. et al. Effect of Re on microstructure and mechanical properties of ?/?? Co-Ti-based superalloys. Intermetallics 115, (2019).",310,850,0.0001,1,compression,271,87,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",309,301,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,11W,"Suzuki, A. & Pollock, T. M. High-temperature strength and deformation of ?/?? two-phase Co-Al-W-base alloys. Acta Mater. 56, 1288–1297 (2008).",309,800,0.0001,1,compression,221,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.5Al-4.8Cr-2.1Ti-1.9Ta-5.Mo,nithin alloy 1,"Nithin, B. ., Chattopadhyay, K. & Phanikumar, G. Characterization of the Hot Deformation Behavior and Microstructure Evolution of a New ?-?? Strengthened Cobalt-Based Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4895–4905 (2018).",305.3,1175,10,1,,340,46.73,29.96,9.54,4.78,0,2.13,1.91,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.2Ni-9.5Al-7.2W-2.8Ti-1.8Ta,CoNi-2,"Fan, Z. et al. The temperature dependence of high-temperature strength and deformation mechanism in a single crystal CoNi-base superalloy. Mater. Sci. Eng. A 735, 114–120 (2018).",304,25,0.0001,1,"compression, [001]",186,47.5,31.2,9.5,0,7.2,2.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.8Ni-9.5Al-4.4W-3.8Ti-2.7Ta,CoNi-5,"Fan, Z. et al. Plastic deformation behaviors and mechanical properties of advanced single crystalline CoNi-base superalloys. Mater. Sci. Eng. A 748, 267–274 (2019).",300,1100,0.0001,1,"compression, [001]",185,48.8,30.8,9.5,0,4.4,3.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",300,801,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.Al-11.W,"Co3(Al,W)","Okamoto, N. L. et al. Plastic deformation of polycrystals of Co3(Al,W) with the L12 structure. Philos. Mag. 91, 3667–3684 (2011).",299,25,0.0001,1,compression,127,77,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
