Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-35.5Ni-13.2Al-2.2Cr-1.2W-1.0Ti-4.0Ta,4-Mar,"Liu, P., Huang, H., Antonov, S., Wen, C., Xue, D., Chen, H., Li, L., Feng, Q., Omori, T., & Su, Y. (2020). Machine learning assisted design of ??-strengthened Co-base superalloys with multi-performance optimization. Npj Computational Materials, 6(1). https://doi.org/10.1038/s41524-020-0334-5",1252.8,1323,1365.3,,42.9,35.5,13.2,2.2,1.2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-74.9Ni-4.9Al-14.9Cr-5.3Ti,0Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1142,1328,1378,,0.02,74.88,4.93,14.9,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-65.2Ni-5.1Al-14.9Cr-5.2Ti,9Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1137,1325,1379,,9.61,65.2,5.09,14.9,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-56.2Ni-5.1Al-14.8Cr-5.3Ti,19Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1122,1314,1383,,18.64,56.21,5.08,14.8,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-47.2Ni-5.Al-14.8Cr-5.2Ti,28Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1103,1315,1386,,27.76,47.2,5.01,14.8,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.7Ni-5.Al-15.0Cr-5.1Ti,38Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1074,1309,1386,,37.21,37.7,5.01,15,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.4Ni-5.Al-15.0Cr-5.2Ti,47Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",1036,1306,1391,,46.37,28.43,5,15,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.5Ni-4.9Al-15.1Cr-5.2Ti,56Co,"Llewelyn, S. C. H., Owen, L. R., Playford, H. Y., Jones, N. G., Dye, D., Hardy, M. C., & Stone, H. J. (2023). Influence of Ni:Co ratio and temperature on the lattice misfit of ?-?’ Ni-Co-Al-Ti-Cr alloys. Journal of Alloys and Compounds, 937. https://doi.org/10.1016/j.jallcom.2022.168253",989,1298,1395,,56.34,18.53,4.86,15.09,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.7Al-5.5W-4.1Ti-2.5Ta-0.08B,L26,"Long, F. R., Baik, S. I., Chung, D. W., Xue, F., Lass, E. A., Seidman, D. N., & Dunand, D. C. (2020). Microstructure and creep performance of a multicomponent co-based L12–ordered intermetallic alloy. Acta Materialia, 196, 396–408. https://doi.org/10.1016/j.actamat.2020.06.050",1268,1296,1373,,46.15,29.99,11.74,0,5.48,4.06,2.5,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.1Al-2.1Nb-1.0V-3.8Mo,4Mo1V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139826",866,1312,1421,,83.05,0,10.1,0,0,0,0,2.1,0.95,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.3Al-1.9Nb-2.1V-2.9Mo,3Mo2V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139827",869,1317,1412,,83.8,0,9.3,0,0,0,0,1.9,2.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-2.9V-2.0Mo,2Mo3V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139828",870,1320,1422,,83.3,0,9.8,0,0,0,0,2,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.7Al-1.9Nb-3.9V-1.1Mo,1Mo4V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139829",874,1321,1417,,83.4,0,9.7,0,0,0,0,1.9,3.9,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.8Al-2.0Nb-5.3V,0Mo5V,"Singh, M. P., Makineni, S. K., & Chattopadhyay, K. (2020). Achieving lower mass density with high strength in Nb stabilised ?/?? Co–Al–Mo–Nb base superalloy by the replacement of Mo with V. Materials Science and Engineering A, 794. https://doi.org/10.1016/j.msea.2020.139830",876,1310,1414,,82.9,0,9.8,0,0,0,0,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.0Ti,Co-14 As Cast,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1138,1220,1312,,88,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.2Ti-6.2V,Co-10-6 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1112,1252,1361,,83.61,0,0,0,0,10.2,0,0,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.3Ti-11.4V,Co-6-11 homogenized,"Verma, S. K., Pramanik, A., Jyothsna, K., Vamsi, K. v., & Karthikeyan, S. (2022). Phase Transformation Temperatures, ?–?? Lattice Parameter Misfit, and ?? Precipitate Morphology in Co–Ti–V Alloys. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science, 53(11), 4011–4022. https://doi.org/10.1007/s11661-022-06806-y",1055,1297,1388,,82.31,0,0,0,0,6.28,0,0,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-36.1Ni-13.1Al-7.6Cr-3.0W-3.9Ti-0.1Mo,ERBOCo-5,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-4",1164,1301,1359,,36.2,36.1,13.1,7.6,3,3.9,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.3Ni-9.6Al-7.6Cr-2.1W-0.8Ti-5.9Mo,ERBOCo-6,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-5",1040,1384,1412,,36.7,37.3,9.6,7.6,2.1,0.8,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-38.3Ni-8.1Al-7.6Cr-2.6W-6.9Mo,ERBOCo-7,"Wahlmann, B., Bandorf, J., Volz, N., Förner, A., Pröbstle, J., Multerer, K., Göken, M., Markl, M., Neumeier, S., & Körner, C. (2022). Numerical Design of CoNi-Base Superalloys With Improved Casting Structure. Metallurgical and Materials Transactions A. https://doi.org/10.1007/s11661-022-06870-6",985,1399,1427,,36.5,38.3,8.1,7.6,2.6,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.3Ni-10.6Al-5.3Cr-2.0W-1.0Ti-3.4Ta-1.0V-1.9Mo,Base,"Xu, H., Zhang, Y., Fu, H., Xue, F., Zhou, X., & Xie, J. (2022). Effects of boron or carbon on solidification behavior of Co-Ni-Al-W-based superalloys. Journal of Alloys and Compounds, 891. https://doi.org/10.1016/j.jallcom.2021.161965",,1270,1357,,39.68,35.29,10.61,5.25,1.95,1.02,3.36,0,0.95,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-35.6Ni-10.2Al-5.4Cr-2.0W-0.9Ti-3.5Ta-1.0V-1.9Mo-0.54B,B4,"Xu, H., Zhang, Y., Fu, H., Xue, F., Zhou, X., & Xie, J. (2022). Effects of boron or carbon on solidification behavior of Co-Ni-Al-W-based superalloys. Journal of Alloys and Compounds, 891. https://doi.org/10.1016/j.jallcom.2021.161969",,1249,1345,,38.93,35.6,10.2,5.39,2,0.9,3.54,0,0.96,1.94,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.0Ni-10.2Al-4.9Cr-1.8W-1.0Ti-3.4Ta-0.9V-1.8Mo-0.48Zr,C4,"Xu, H., Zhang, Y., Fu, H., Xue, F., Zhou, X., & Xie, J. (2022). Effects of boron or carbon on solidification behavior of Co-Ni-Al-W-based superalloys. Journal of Alloys and Compounds, 891. https://doi.org/10.1016/j.jallcom.2021.161973",,1272,1360,,38.49,37,10.22,4.87,1.84,0.98,3.4,0,0.92,1.8,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.0Ni-8.Al-8.0Cr-5.0W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1 (SX),"Zenk, C. C. H., Volz, N., Zenk, C. C. H., Felfer, P. J., & Neumeier, S. (2020). Impact of the Co/Ni-ratio on microstructure, thermophysical properties and creep performance of multi-component ??-strengthened superalloys. Crystals, 10(11), 1–12. https://doi.org/10.3390/cryst10111058",1145,1357,1423,,42.5,32,8,8,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-44.5Ni-8.Al-8.0Cr-5.0W-2.5Ti-1.5Ta-0.4Si-0.1Hf,ERBOCo-1X (SX),"Zenk, C. C. H., Volz, N., Zenk, C. C. H., Felfer, P. J., & Neumeier, S. (2020). Impact of the Co/Ni-ratio on microstructure, thermophysical properties and creep performance of multi-component ??-strengthened superalloys. Crystals, 10(11), 1–12. https://doi.org/10.3390/cryst10111059",1195,1355,1417,,30,44.5,8,8,5,2.5,1.5,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0
