Shortname,Name,Paper,Temperature C,aging time,Vf,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-9.Al-9.W,Tanaka alloy 1,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,96,0,,,82,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.Ni-12.1Al-0.Cr-5.8W-2.2Ti-2.7Ta-0.1B,L24-0Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",900,168,90,,,48.1,29,12.1,0,5.8,2.24,2.66,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.2Ni-11.1Al-4.1Cr-5.7W-2.Ti-2.3Ta-0.1B,L24-4Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",900,168,86,,,45.5,29.2,11.1,4.1,5.68,2.04,2.28,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-29.5Ni-10.5Al-8.Cr-5.1W-1.9Ti-2.7Ta-0.1B,L24-8Cr,"Chung, D.-W. W. et al. Effects of Cr on the properties of multicomponent cobalt-based superalloys with ultra high ?? volume fraction. J. Alloys Compd. 832, 154790 (2020).",900,168,83,,,42.2,29.5,10.5,8.02,5.14,1.85,2.69,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Co-28.8Ni-6.2Al-2.W-1.8Ti-0.9Ta-1.8Nb-2.7Mo,L19C,"Coakley, J. et al. Lattice parameter misfit evolution during creep of a cobalt-based superalloy single crystal with cuboidal and rafted gamma-prime microstructures. Acta Mater. 136, 118–125 (2017).",900,24,50,,,55.8,28.8,6.2,0,2,1.8,0.9,1.8,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-32.Ni-11.Al-12.Cr-3.W-0.3Ti-0.2Ta-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy6,"Freund, L. P. et al. The Effect of a Grain Boundary Pinning B2 Phase on Polycrystalline Co-Based Superalloys with Reduced Density. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4070–4078 (2018).",750,16,25,,,40.83,32,11,12,3,0.3,0.2,0,0,0,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-32.Ni-9.Al-12.Cr-5.W-0.3Ti-0.2Ta-1.Mo-0.4Si-0.1Hf-0.08C-0.01Zr-0.08B,CoWAlloy3,"Freund, L. P. et al. The grain boundary pinning effect of the ? phase in an advanced polycrystalline ?/?? Co-base superalloy. J. Alloys Compd. 753, 333–342 (2018).",750,16,35,,,39.83,32,9,12,5,0.3,0.2,0,0,1,0.08,0.01,0.08,0,0,0.4,0,0,0.1,0,0,0,0,0,0
Co-17.Ni-10.Al-6.Cr-5.W-2.7Ta,5W,"Shi, L., Yu, J. J., Cui, C. Y. & Sun, X. F. The creep deformation behavior of a single-crystal Co-Al-W-base superalloy at 900°C. Mater. Sci. Eng. A 635, 50–58 (2015).",750,24,65,,,59.3,17,10,6,5,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.7Al-8.1W-6.2Ti,6Ti,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1000,100,70,,,79,0,6.7,0,8.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-10.7W,Ternary,"Titus, M. S., Eggeler, Y. M., Suzuki, A. & Pollock, T. M. Creep-induced planar defects in L12-containing Co- and CoNi-base single-crystal superalloys. Acta Mater. 82, 530–539 (2015)",950,120,56,,,79.9,0,9.4,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.3Ni-8.5Al-7.1W-2.Ti-1.5Ta-1.4Re,ERBOCo-Re1,"Kolb, M. et al. Influence of rhenium on ??-strengthened cobalt-base superalloys. J. Mater. Res. 32, 2551–2559 (2017).",900,16,59,,,59.2,20.3,8.5,0,7.1,2,1.5,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0
Co-20.1Ni-8.7Al-7.3W-2.Ti-1.5Ta,ERBOCo-Re0,"Kolb, M. et al. Influence of rhenium on ??-strengthened cobalt-base superalloys. J. Mater. Res. 32, 2551–2559 (2017).",900,16,61,,,60.4,20.1,8.7,0,7.3,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-4.Ti-1.Ta,TaTi-SX,"Lu, S., Antonov, S., Li, L. & Feng, Q. Two Steady-State Creep Stages in Co-Al-W-Base Single-Crystal Superalloys at 1273 K/137 MPa. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4079–4089 (2018).",900,50,79.1,,,80,0,7,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.9Al-1.9Nb-5.1Mo,Co-30Ni-99Al-5.1Mo-1.9Nb,"Liu, Q., Coakley, J., Seidman, D. N. & Dunand, D. C. Precipitate Evolution and Creep Behavior of a W-Free Co-based Superalloy. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 47, 6090–6096 (2016).",900,200,35,,,53.1,30,9.9,0,0,0,0,1.9,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.8Al-9.8W-2.Ta,2Ta,"Titus, M. S., Suzuki, A. & Pollock, T. M. High Temperature Creep of New L1 2-containing Cobalt-base Superalloys. (2012).",1000,100,70,,,79.4,0,8.8,0,9.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Al-8.4W-1.4Ti-1.2Nb,TiNb,"Rhein, R. K. et al. Creep Behavior of Quinary ??-Strengthened Co-Based Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4090–4098 (2018).",1000,24,83,,,79,0,10,0,8.4,1.4,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.3Al-7.9W-1.1Ta-0.9Nb,TaNb,"Rhein, R. K. et al. Creep Behavior of Quinary ??-Strengthened Co-Based Superalloys. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4090–4098 (2018).",1000,24,68,,,79.8,0,10.3,0,7.9,0,1.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.7Ni-7.5Al-0.Cr-2.1W-4.2Ti-1.1Ta-1.Nb-3.2Mo-0.07B,0Cr,"Ng, D. S. et al. Effect of Cr additions on a ?-?’ microstructure and creep behavior of a Co-based superalloy with low W content. Mater. Sci. Eng. A 778, (2020).",900,168,78,,,50.122,30.7,7.48,0,2.14,4.15,1.11,1.04,0,3.19,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.3Ni-6.6Al-4.2Cr-2.1W-3.9Ti-1.Ta-1.Nb-3.2Mo-0.12B,4Cr,"Ng, D. S. et al. Effect of Cr additions on a ?-?’ microstructure and creep behavior of a Co-based superalloy with low W content. Mater. Sci. Eng. A 778, (2020).",900,168,81,,,46.701,31.3,6.56,4.18,2.1,3.92,1.02,0.95,0,3.15,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-4.Cr-9.W,4Cr,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,200,57,,,78,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-31.0Ni-6.3Al-8.1Cr-2.0W-3.7Ti-1.0Ta-0.9Nb-3.0Mo-0.08B,8Cr,"Ng, D. S. et al. Effect of Cr additions on a ?-?’ microstructure and creep behavior of a Co-based superalloy with low W content. Mater. Sci. Eng. A 778, (2020).",900,168,72,,,44.016,31,6.29,8.11,1.97,3.73,0.96,0.89,0,2.95,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.Cr-9.W,8Cr,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,200,64,,,74,0,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.Ni-9.Al-9.W,18Ni,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,200,50,,,64,18,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Ni-9.Al-8.Cr-9.W,9Ni8Cr,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,200,64,,,65,9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.Ni-9.Al-8.Cr-9.W,18Ni8Cr,"Povstugar, I. et al. Elemental partitioning, lattice misfit and creep behaviour of Cr containing gammaprime strengthened Co base superalloys. Mater. Sci. Technol. (United Kingdom) 32, 220–225 (2016).",900,200,64,,,56,18,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-6.Ti-3.Nb-3.V-0.04B,Co-10Ni-6Ti-5Al-3V-3Nb-0.04B,"Reyes Tirado, F. L. Tungsten-free Cobalt-based Superalloys with Gamma Prime Precipitates. (2019).",850,168,43.8,,,72.96,10,5,0,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-4.Cr-6.Ti-3.Nb-3.V-0.04B,Co-10Ni-6Ti-5Al-4Cr-3V-3Nb-0.04B,"Reyes Tirado, F. L. Tungsten-free Cobalt-based Superalloys with Gamma Prime Precipitates. (2019).",850,168,41.4,,,68.96,10,5,4,0,6,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-8.Cr-2.Ti-3.Nb-3.V-0.04B,Co-10Ni-8Cr-5Al-3Nb-3V-2Ti-0.04B,"Reyes Tirado, F. L. Tungsten-free Cobalt-based Superalloys with Gamma Prime Precipitates. (2019).",850,168,38,,,68.96,10,5,8,0,2,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-2.Ti-3.Ta-3.V-0.04B,Co-10Ni-5Al-3Ta-3V-2Ti-0.04B,"Reyes Tirado, F. L., Taylor, S. & Dunand, D. C. Effect of Al, Ti and Cr additions on the ?-?’ microstructure of W-free Co-Ta-V-Based superalloys. Acta Mater. 172, 44–54 (2019).",850,168,32,,,76.96,10,5,0,0,2,3,0,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.Ni-5.Al-4.Cr-2.Ti-3.Ta-3.V-0.04B,Co-10Ni-5Al-4Cr-3Ta-3V-2Ti-0.04B,"Reyes Tirado, F. L., Taylor, S. & Dunand, D. C. Effect of Al, Ti and Cr additions on the ?-?’ microstructure of W-free Co-Ta-V-Based superalloys. Acta Mater. 172, 44–54 (2019).",850,168,34,,,72.96,10,5,4,0,2,3,0,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.8Al-4.5Cr-7.8W-2.Ta,CrTa,"Titus, M. S. et al. High resolution energy dispersive spectroscopy mapping of planar defects in L12-containing Co-base superalloys. Acta Mater. 89, 423–437 (2015).",900,150,43,,,77.9,0,7.8,4.5,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-10.W-2.Ta,Tanaka alloy 2,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,96,85,,,79,0,9,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.W-2.Ta,Tanaka alloy 3,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,96,50,,,81,0,9,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-9.Al-7.W-2.Ta,Tanaka alloy 4,"Tanaka, K., Ooshima, M., Tsuno, N., Sato, A. & Inui, H. Creep deformation of single crystals of new Co-Al-W-based alloys with fcc/L1 2 two-phase microstructures. Philos. Mag. 92, 4011–4027 (2012).",1000,96,43,,,62,20,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-4.Ti,Alloy Ti,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",900,50,74.5,,,81,0,7,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W,alloy base,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",900,50,15.3,,,85,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-8.W-1.Ta,Alloy Ta,"Xue, F., Zhou, H. J. & Feng, Q. Improved High-Temperature Microstructural Stability and Creep Property of Novel Co-Base Single-Crystal Alloys Containing Ta and Ti. JOM 66, 2486–2494 (2014).",900,50,33.4,,,84,0,7,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-9.W-0.04B,NC50,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",900,100,57,,,36.46,37.5,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.Cr-9.W-0.04B,NC75,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",900,100,71,,,55.16,18.8,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.Cr-9.W-0.04B,NC100,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",900,100,15,,,73.96,0,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-41.5Ni-9.6Al-7.4W-0.04B,ERBO-NC50_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,100,56,,,41.48,41.5,9.6,0,7.38,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.8Ni-9.2Al-7.4W-0.04B,ERBO-NC75_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,100,49,,,62.6,20.75,9.2,0,7.41,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-7.5W-0.04B,ERBO-NC100_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,100,33,,,83.03,0,9.4,0,7.53,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-7.3W-0.04B,ERBO-NC50_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,100,49,,,38.16,37.5,9,8,7.3,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.2Al-8.Cr-7.6W-0.04B,ERBO-NC75_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,100,50,,,56.41,18.75,9.2,8,7.6,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-8.Cr-7.9W-0.04B,ERBO-NC100_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",900,100,47,,,75.36,0,8.7,8,7.9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,100,47,,,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.2Al-1.W-11.2Ti,WF_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,100,47,,,86.6,0,1.2,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,100,47,,,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,100,47,,,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,100,47,,,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,100,47,,,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",900,100,47,,,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-7.1W-4.2Ti-1.1Ta,Zhou TaTi,"Zhou, H., Li, L., Antonov, S. & Feng, Q. Sub/micro-structural evolution of a Co–Al–W–Ta–Ti single crystal superalloy during creep at 900 °C and 420 MPa. Mater. Sci. Eng. A (2020) doi:10.1016/j.msea.2019.138791.",900,50,87,,,79.61,0,7.98,0,7.08,4.22,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-5.8W-6.6Ti-0.12B,Co-5.6Al-5.8W- 6.6Ti-0.12B,"Sauza, D. J., Dunand, D. C. & Seidman, D. N. Microstructural evolution and high-temperature strength of a ?(f.c.c.)/?’(L12) Co–Al–W–Ti–B superalloy. Acta Mater. 174, 427–438 (2019).",950,16,52,,,81.88,0,5.6,0,5.8,6.6,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.Al-15.Cr-11.Ti,CTC-Al,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",900,100,60,,,73,0,1,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Ta,CTC-Ta,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",900,100,60,,,73,0,0,15,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-1.W-11.Ti,CTC-W,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",900,100,60,,,73,0,0,15,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Re,CTC-Re,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",900,100,60,,,73,0,0,15,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-11.Al-5.Cr-4.W-4.Ti-1.Ta,He alloy1,"He, J., Zou, M., Li, L., Wang, X. & Feng, Q. Creep behaviour of a novel CoNi-base single-crystal superalloy at high temperature and low stress. Mater. Lett. 262, (2020).",1000,50,88,,,45,30,11,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.0Ni-11.Al-5.0Cr-4.0W-4.0Ti-1.0Ta,7CoNi,"Lu, S., Luo, Z., Li, L., & Feng, Q. (2022). Comparison of Creep Mechanisms Between Co-Al-W- and CoNi-Based Single Crystal Superalloys at Low Temperature and High Stresses. Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science. https://doi.org/10.1007/s11661-022-06892-y",900,168,100,,,45,30,11,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-10.0Ni-5.Al-4.0Cr-2.0Ti-3.0Nb-3.0V-0.04B,5 (2Ti-4Cr),"Reyes Tirado, F. L., Taylor, S. v., & Dunand, D. C. (2020). Low-density, W-free Co–Nb–V–Al-based superalloys with ?/?’ microstructure. Materials Science and Engineering A, 796. https://doi.org/10.1016/j.msea.2020.139979",850,168,50,,,72.96,10,5,4,0,2,0,3,3,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
